species,egg_id,clutch,cort,temp,egg_date,egg_mass,egg_length,egg_width,hatch_date,hatch_mass,hatch_svl,hatch_tl,death_date,egg_death,egg_time,hatch_death,death_age,egg_ox
guichenoti,EG2333,CL629_23,B,28,11/1/2023,0.187,8.68,5.6,15/2/2023,0.13,19,28,NA,hatched,35,alive,NA,0
guichenoti,EG2461,CL671_23,B,23,27/1/2023,0.18,7.64,5.74,20/3/2023,0.13,19,25,NA,hatched,52,alive,NA,0
guichenoti,EG2464,CL672_23,A,23,27/1/2023,0.149,8.7,4.91,20/3/2023,0.13,19,27,NA,hatched,52,alive,NA,0
guichenoti,EG1210_22,CL321_22,B,23,28/10/2022,0.165,7.41,5.59,21/12/2022,0.129,20,26,NA,hatched,54,alive,NA,0
delicata,EG1274_22,CL339_22,A,23,4/11/2022,0.194,8.69,6.03,21/12/2022,0.129,20,26,6/1/2023,hatched,47,died,16,0
guichenoti,EG1300_22,CL349_22,B,23,4/11/2022,0.17,8.47,5.44,30/12/2022,0.129,19,26,NA,hatched,56,alive,NA,0
guichenoti,EG1434,CL385_22,A,23,14/11/2022,0.183,7.46,5.73,9/1/2023,0.129,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG1608,CL437_22,B,28,30/11/2022,0.159,7.54,5.37,2/1/2023,0.129,19,25,NA,hatched,33,alive,NA,0
guichenoti,EG1881,CL512_22,A,23,14/12/2022,0.186,8.5,5.77,6/2/2023,0.129,20,25,NA,hatched,54,alive,NA,0
guichenoti,EG1958,CL530_22,B,28,19/12/2022,0.152,7.93,5.18,23/1/2023,0.129,19,25,NA,hatched,35,alive,NA,0
guichenoti,EG2146,CL579_22,A,28,2/1/2023,0.144,8.06,5.25,6/2/2023,0.129,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG2186,CL590_22,A,23,2/1/2023,0.173,7.98,5.77,27/2/2023,0.129,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG2305,CL621_23,B,23,9/1/2023,0.214,8.41,6.36,1/3/2023,0.129,19,25,NA,hatched,51,alive,NA,0
guichenoti,EG2448,CL665_23,B,28,25/1/2023,0.138,8.65,4.75,1/3/2023,0.129,20,25,NA,hatched,35,alive,NA,0
delicata,EG2562,CL702_23,A,23,1/2/2023,0.172,6.77,5.82,22/3/2023,0.129,19,26,NA,hatched,49,alive,NA,0
delicata,EG1206_22,CL320_22,A,23,28/10/2022,0.158,8.65,5.27,16/12/2022,0.128,18,24,NA,hatched,49,alive,NA,0
guichenoti,EG1211_22,CL321_22,A,28,28/10/2022,0.165,7.63,5.79,30/11/2022,0.128,18,26,NA,hatched,33,alive,NA,0
guichenoti,EG1212_22,CL321_22,A,23,28/10/2022,0.162,7.87,5.51,19/11/2022,0.128,19,25,NA,hatched,22,alive,NA,0
delicata,EG1285_22,CL345_22,A,23,4/11/2022,0.184,8.24,6.07,23/12/2022,0.128,20,25,NA,hatched,49,alive,NA,0
guichenoti,EG1437,CL386_22,A,28,14/11/2022,0.156,8.64,5.41,19/12/2022,0.128,19,24,NA,hatched,35,alive,NA,0
guichenoti,EG1473,CL399_22,B,23,21/11/2022,0.173,7.33,6.13,18/1/2023,0.128,20,26,NA,hatched,58,alive,NA,0
guichenoti,EG1522,CL411_22,A,23,25/11/2022,0.143,8.89,4.96,20/1/2023,0.128,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG1789,CL487_22,B,28,9/12/2022,0.159,7.73,5.28,16/1/2023,0.128,19,25,NA,hatched,38,alive,NA,0
delicata,EG1940,CL525_22,A,23,19/12/2022,0.136,7.65,5.19,13/2/2023,0.128,19,29,NA,hatched,56,alive,NA,0
guichenoti,EG1960,CL530_22,B,23,19/12/2022,0.154,8.11,5.23,17/2/2023,0.128,19,26,NA,hatched,60,alive,NA,0
delicata,EG1979,CL536_22,A,28,19/12/2022,0.146,8.52,4.92,20/1/2023,0.128,19,27,NA,hatched,32,alive,NA,0
guichenoti,EG2047,CL552_22,A,23,26/12/2022,0.15,7.86,5.18,17/2/2023,0.128,19,28,NA,hatched,53,alive,NA,0
guichenoti,EG2095,CL565_22,A,23,28/12/2022,0.143,7.58,5.14,22/2/2023,0.128,19,26,NA,hatched,56,alive,NA,0
guichenoti,EG2165,CL584_22,A,23,2/1/2023,0.201,8.37,5.76,22/2/2023,0.128,20,26,NA,hatched,51,alive,NA,0
guichenoti,EG2172,CL587_22,B,28,2/1/2023,0.155,7.38,5.38,6/2/2023,0.128,20,26,NA,hatched,35,alive,NA,0
delicata,EG2177,CL588_22,A,23,2/1/2023,0.187,8.33,5.8,20/2/2023,0.128,19,29,NA,hatched,49,alive,NA,0
guichenoti,EG2339,CL631_23,B,23,13/1/2023,0.176,8.29,5.2,13/3/2023,0.128,18,23,NA,hatched,59,alive,NA,0
guichenoti,EG2359,CL636_23,B,28,16/1/2023,0.183,8.67,5.75,20/2/2023,0.128,19,27,NA,hatched,35,alive,NA,0
delicata,EG1390,CL374_22,A,23,14/11/2022,0.208,8.83,6,2/1/2023,0.127,20,26,NA,hatched,49,alive,NA,0
guichenoti,EG1416,CL381_22,A,28,14/11/2022,0.177,8.86,5.37,19/12/2022,0.127,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG1523,CL411_22,B,28,25/11/2022,NA,NA,NA,30/12/2022,0.127,20,28,NA,hatched,35,alive,NA,0
delicata,EG1653,CL448_22,A,23,2/12/2022,0.129,7.43,4.99,23/1/2023,0.127,19,27,NA,hatched,52,alive,NA,0
delicata,EG1679,CL448_22,A,23,2/12/2022,0.148,8.05,5.18,20/1/2023,0.127,20,27,NA,hatched,49,alive,NA,0
delicata,EG1742,CL471_22,B,23,7/12/2022,0.165,8.84,5.14,27/1/2023,0.127,20,26,NA,hatched,51,alive,NA,0
delicata,EG1825,CL498_22,A,28,12/12/2022,0.229,8.7,6.34,11/1/2023,0.127,20,27,28/2/2023,hatched,30,died,48,0
guichenoti,EG1903,CL519_22,A,28,16/12/2022,0.179,7.28,5.73,16/1/2023,0.127,19,25,NA,hatched,31,alive,NA,0
guichenoti,EG2122,CL574_22,B,23,30/12/2022,0.23,7.71,6.87,13/2/2023,0.127,19,26,NA,hatched,45,alive,NA,0
guichenoti,EG2166,CL585_22,A,28,2/1/2023,0.273,7.92,7.08,30/1/2023,0.127,20,27,NA,hatched,28,alive,NA,0
guichenoti,EG2183,CL590_22,A,23,2/1/2023,0.165,7.38,6.05,27/2/2023,0.127,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG2360,CL636_23,A,28,16/1/2023,0.184,8.43,5.57,17/2/2023,0.127,20,25,NA,hatched,32,alive,NA,0
delicata,EG1248_22,CL332_22,A,28,2/11/2022,0.144,9.76,4.58,2/12/2022,0.126,17,26,NA,hatched,30,alive,NA,0
delicata,EG1314_22,CL353_22,B,23,7/11/2022,0.139,9.03,5.08,26/12/2022,0.126,19,25,NA,hatched,49,alive,NA,0
guichenoti,EG1418,CL381_22,A,23,14/11/2022,0.178,7.91,5.59,6/1/2023,0.126,20,25,NA,hatched,53,alive,NA,0
delicata,EG1429,CL384_22,A,28,14/11/2022,0.22,8.84,6.35,16/12/2022,0.126,20,27,NA,hatched,32,alive,NA,0
guichenoti,EG1432,CL385_22,B,23,9/11/2022,0.125,8.36,4.79,9/1/2023,0.126,20,25,NA,hatched,61,alive,NA,0
guichenoti,EG1580,CL428_22,B,28,28/11/2022,0.159,8.03,4.51,4/1/2023,0.126,19,25,NA,hatched,37,alive,NA,0
delicata,EG1629,CL443_22,A,23,30/11/2022,0.132,8,4.85,23/1/2023,0.126,20,25,NA,hatched,54,alive,NA,0
guichenoti,EG1998,CL540_22,B,28,21/12/2022,0.157,7.95,5.53,15/2/2023,0.126,19,24,NA,hatched,56,alive,NA,0
delicata,EG1775,CL483_22,B,23,9/12/2022,0.126,8,4.35,27/1/2023,0.126,20,29,NA,hatched,49,alive,NA,0
guichenoti,EG1928,CL524_22,B,28,16/12/2022,0.151,7.95,4.58,20/1/2023,0.126,19,24,NA,hatched,35,alive,NA,0
delicata,EG2073,CL560_22,B,23,26/12/2022,0.197,8.29,5.91,15/2/2023,0.126,18,26,NA,hatched,51,alive,NA,0
guichenoti,EG2167,CL585_22,A,23,2/1/2023,0.213,8.08,6.37,20/2/2023,0.126,19,26,NA,hatched,49,alive,NA,0
delicata,EG2190,CL592_22,A,23,4/1/2023,0.131,8.17,4.8,24/2/2023,0.126,19,24,NA,hatched,51,alive,NA,0
guichenoti,EG2429,CL657_23,B,28,23/1/2023,0.23,8.68,6.36,24/2/2023,0.126,19,24,NA,hatched,32,alive,NA,0
guichenoti,EG2436,CL660_23,B,28,25/1/2023,0.217,8.7,6.23,3/3/2023,0.126,19,22,NA,hatched,37,alive,NA,0
guichenoti,EG1512,CL408_22,B,28,23/11/2022,0.18,7.83,5.82,26/12/2022,0.125,18,21,NA,hatched,33,alive,NA,0
delicata,EG1630,CL443_22,B,23,30/11/2022,0.137,7.98,4.57,23/1/2023,0.125,20,26,NA,hatched,54,alive,NA,0
delicata,EG1918,CL521_22,A,23,16/12/2022,0.135,8.08,5.05,3/2/2023,0.125,18,25,NA,hatched,49,alive,NA,0
guichenoti,EG1815,CL496_22,A,28,12/12/2022,0.165,7.81,5.34,13/1/2023,0.125,19,18,NA,hatched,32,alive,NA,0
guichenoti,EG1818,CL496_22,B,28,12/12/2022,0.168,8.04,5.16,16/1/2023,0.125,18,27,NA,hatched,35,alive,NA,0
guichenoti,EG1819,CL496_22,A,28,12/12/2022,0.159,7.82,5.28,13/1/2023,0.125,17,25,NA,hatched,32,alive,NA,0
guichenoti,EG1788,CL487_22,A,28,9/12/2022,0.138,8.02,4.7,13/1/2023,0.125,19,27,NA,hatched,35,alive,NA,0
delicata,EG1917,CL521_22,B,23,16/12/2022,0.144,8.69,4.66,1/2/2023,0.125,18,26,NA,hatched,47,alive,NA,0
guichenoti,EG1997,CL539_22,B,23,21/12/2022,0.189,8.22,5.61,15/2/2023,0.125,19,25,NA,hatched,56,alive,NA,0
guichenoti,EG2019,CL546_22,B,23,23/12/2022,0.162,7.86,5.7,17/2/2023,0.125,19,26,NA,hatched,56,alive,NA,0
guichenoti,EG2045,CL552_22,B,23,26/12/2022,0.156,8.44,5.38,17/2/2023,0.125,19,25,NA,hatched,53,alive,NA,0
delicata,EG2117,CL572_22,B,28,28/12/2022,0.14,9.21,4.63,30/1/2023,0.125,19,29,NA,hatched,33,alive,NA,0
guichenoti,EG2315,CL624_23,B,23,9/1/2023,0.136,7.8,4.88,6/3/2023,0.125,20,25,NA,hatched,56,alive,NA,0
guichenoti,EG2405,CL649_23,A,23,20/1/2023,0.156,9.11,4.8,15/3/2023,0.125,19,28,NA,hatched,54,alive,NA,0
delicata,EG2529,CL692_23,A,23,30/1/2023,0.159,8.12,5,20/3/2023,0.125,19,27,NA,hatched,49,alive,NA,0
delicata,EG1205_22,CL320_22,A,28,28/10/2022,0.152,8.4,5.29,28/11/2022,0.124,17,24,NA,hatched,31,alive,NA,0
delicata,EG1225_22,CL326_22,B,23,31/10/2022,0.148,8.06,5.04,21/12/2022,0.124,20,26,NA,hatched,51,alive,NA,0
delicata,EG1308_22,CL350_22,A,23,4/11/2022,0.151,8.57,5.34,21/12/2022,0.124,19,26,NA,hatched,47,alive,NA,0
delicata,EG1427,CL384_22,B,28,14/11/2022,0.218,9.27,6.23,14/12/2022,0.124,19,28,NA,hatched,30,alive,NA,0
guichenoti,EG1562,CL423_22,B,28,28/11/2022,0.19,8.72,5.63,2/1/2023,0.124,20,24,NA,hatched,35,alive,NA,0
guichenoti,EG1752,CL474_22,A,23,7/12/2022,0.154,7.69,5.26,30/1/2023,0.124,19,25,NA,hatched,54,alive,NA,0
guichenoti,EG1941,CL526_22,B,23,19/12/2022,0.167,8.59,5.36,10/2/2023,0.124,19,25,NA,hatched,53,alive,NA,0
delicata,EG2031,CL549_22,A,23,23/12/2022,0.145,9.38,4.92,10/2/2023,0.124,19,26,NA,hatched,49,alive,NA,0
guichenoti,EG2057,CL555_22,B,23,26/12/2022,0.167,7.79,5.65,20/2/2023,0.124,20,25,NA,hatched,56,alive,NA,0
guichenoti,EG2089,CL564_22,A,23,28/12/2022,0.162,8.68,5.33,20/2/2023,0.124,19,23,NA,hatched,54,alive,NA,0
guichenoti,EG2123,CL574_22,B,28,30/12/2022,0.25,8.67,6.99,30/1/2023,0.124,20,26,NA,hatched,31,alive,NA,0
guichenoti,EG2311,CL623_23,B,28,9/1/2023,0.219,8.11,6.21,10/2/2023,0.124,20,25,NA,hatched,32,alive,NA,0
delicata,EG2317,CL625_23,A,23,9/1/2023,0.119,8.18,4.21,24/2/2023,0.124,19,27,NA,hatched,46,alive,NA,0
guichenoti,EG2404,CL649_23,B,28,20/1/2023,0.161,8.81,5.08,24/2/2023,0.124,19,26,NA,hatched,35,alive,NA,0
guichenoti,EG2447,CL665_23,A,28,25/1/2023,0.145,8.29,5.02,27/2/2023,0.124,19,27,NA,hatched,33,alive,NA,0
delicata,EG2561,CL702_23,B,23,1/2/2023,0.169,8.14,5.79,20/3/2023,0.124,19,25,NA,hatched,47,alive,NA,0
delicata,EG2563,CL702_23,A,28,1/2/2023,0.176,7.31,5.72,6/3/2023,0.124,20,28,NA,hatched,33,alive,NA,0
delicata,EG1203_22,CL320_22,B,23,28/10/2022,0.13,8.44,4.51,16/12/2022,0.123,19,24,NA,hatched,49,alive,NA,0
delicata,EG1284_22,CL345_22,B,28,4/11/2022,0.189,7.88,6.04,5/12/2022,0.123,18,20,NA,hatched,31,alive,NA,0
guichenoti,EG1435,CL385_22,A,28,14/11/2022,0.17,7.52,5.27,19/12/2022,0.123,19,25,11/1/2023,hatched,35,died,23,0
guichenoti,EG1609,CL437_22,A,28,30/11/2022,0.146,7.47,5.32,2/1/2023,0.123,18,25,NA,hatched,33,alive,NA,0
guichenoti,EG2028,CL548_22,B,28,23/12/2022,0.149,8.8,5.03,27/1/2023,0.123,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1646,CL447_22,B,28,2/12/2022,0.143,8.03,4.97,6/1/2023,0.123,20,26,NA,hatched,35,alive,NA,0
delicata,EG1714,CL464_22,B,23,5/12/2022,0.174,7.91,5.52,23/1/2023,0.123,18,24,NA,hatched,49,alive,NA,0
guichenoti,EG1754,CL474_22,A,28,7/12/2022,0.165,7.52,5.81,11/1/2023,0.123,20,26,23/1/2023,hatched,35,died,12,0
guichenoti,EG1790,CL487_22,B,23,9/12/2022,0.131,7.2,5.06,1/2/2023,0.123,19,25,NA,hatched,54,alive,NA,0
guichenoti,EG1809,CL493_22,A,28,12/12/2022,0.156,6.95,5.52,13/1/2023,0.123,18,21,NA,hatched,32,alive,NA,0
delicata,EG1915,CL521_22,B,28,16/12/2022,0.143,8.68,5.05,18/1/2023,0.123,19,27,NA,hatched,33,alive,NA,0
delicata,EG1981,CL536_22,B,23,19/12/2022,0.152,8.17,5.16,10/2/2023,0.123,19,27,NA,hatched,53,alive,NA,0
delicata,EG1982,CL536_22,A,23,19/12/2022,0.142,8.42,4.83,6/2/2023,0.123,19,23,NA,hatched,49,alive,NA,0
guichenoti,EG2170,CL586_22,B,23,2/1/2023,0.17,8,5.5,1/3/2023,0.123,20,28,NA,hatched,58,alive,NA,0
delicata,EG2559,CL702_23,B,28,1/2/2023,0.18,7.45,5.63,6/3/2023,0.123,19,26,NA,hatched,33,alive,NA,0
delicata,EG1204_22,CL320_22,B,28,28/10/2022,0.143,8.72,4.85,28/11/2022,0.122,18,26,NA,hatched,31,alive,NA,0
delicata,EG1208_22,CL320_22,A,23,28/10/2022,0.156,8.66,4.92,16/12/2022,0.122,19,24,NA,hatched,49,alive,NA,0
delicata,EG1214_22,CL322_22,A,23,31/10/2022,0.172,8.37,5.43,21/12/2022,0.122,19,27,NA,hatched,51,alive,NA,0
delicata,EG1250_22,CL332_22,B,28,2/11/2022,0.166,9.24,5.43,5/12/2022,0.122,19,25,NA,hatched,33,alive,NA,0
guichenoti,EG1264_22,CL336_22,A,28,2/11/2022,0.192,8.73,6.08,7/12/2022,0.122,18,26,NA,hatched,35,alive,NA,0
delicata,EG1315_22,CL353_22,A,28,7/11/2022,0.146,8.36,5.02,9/12/2022,0.122,18,26,11/1/2023,hatched,32,died,33,0
delicata,EG1402,CL377_22,A,28,14/11/2022,0.142,8.26,5.25,16/12/2022,0.122,19,27,NA,hatched,32,alive,NA,0
delicata,EG1428,CL384_22,B,23,14/11/2022,0.208,8.17,6.54,30/12/2022,0.122,19,25,NA,hatched,46,alive,NA,0
guichenoti,EG1433,CL385_22,B,23,14/11/2022,0.167,7.64,5.6,9/1/2023,0.122,19,24,NA,hatched,56,alive,NA,0
guichenoti,EG1477,CL399_22,B,28,21/11/2022,0.163,7.92,6.21,18/1/2023,0.122,19,25,NA,hatched,58,alive,NA,0
guichenoti,EG1528,CL413_22,A,28,25/11/2022,0.168,8.03,5.79,28/12/2022,0.122,20,25,NA,hatched,33,alive,NA,0
guichenoti,EG1810,CL493_22,B,23,12/12/2022,0.174,7.17,5.49,6/2/2023,0.122,19,25,NA,hatched,56,alive,NA,0
delicata,EG1922,CL523_22,A,23,16/12/2022,0.141,8.4,4.74,6/2/2023,0.122,19,26,NA,hatched,52,alive,NA,0
delicata,EG1948,CL528_22,B,28,19/12/2022,0.158,7.06,5.58,16/1/2023,0.122,21,25,6/2/2023,hatched,28,died,21,0
guichenoti,EG1942,CL526_22,A,23,19/12/2022,0.177,8.18,5.37,13/2/2023,0.122,19,26,NA,hatched,56,alive,NA,0
guichenoti,EG2020,CL546_22,A,23,23/12/2022,0.159,7.53,5.78,15/2/2023,0.122,19,26,NA,hatched,54,alive,NA,0
delicata,EG2023,CL547_22,A,23,23/12/2022,0.144,7.57,5.53,8/2/2023,0.122,19,25,NA,hatched,47,alive,NA,0
guichenoti,EG2129,CL575_22,B,28,30/12/2022,0.159,7.36,5.85,1/2/2023,0.122,19,25,NA,hatched,33,alive,NA,0
delicata,EG2560,CL702_23,A,23,1/2/2023,0.171,7.7,5.8,22/3/2023,0.122,19,25,NA,hatched,49,alive,NA,0
delicata,EG1627,CL443_22,B,28,30/11/2022,0.14,8.69,4.86,2/1/2023,0.121,19,26,NA,hatched,33,alive,NA,0
delicata,EG1778,CL484_22,A,23,9/12/2022,0.174,8.59,5.26,1/2/2023,0.121,19,28,NA,hatched,54,alive,NA,0
guichenoti,EG1994,CL526_22,B,28,19/12/2022,0.173,8.39,5.23,23/1/2023,0.121,19,23,NA,hatched,35,alive,NA,0
guichenoti,EG2054,CL555_22,B,28,26/12/2022,0.162,7.64,5.51,27/1/2023,0.121,19,25,NA,hatched,32,alive,NA,0
guichenoti,EG2093,CL565_22,B,28,28/12/2022,0.158,7.93,5.66,3/2/2023,0.121,19,26,NA,hatched,37,alive,NA,0
guichenoti,EG2144,CL579_22,B,23,2/1/2023,0.132,7.96,5.04,27/2/2023,0.121,18,23,17/3/2023,hatched,56,died,18,0
delicata,EG2176,CL588_22,A,28,2/1/2023,0.191,8.24,6.33,30/1/2023,0.121,19,27,NA,hatched,28,alive,NA,0
delicata,EG2205,CL595_22,A,28,4/1/2023,0.171,8.24,5.47,3/2/2023,0.121,19,28,NA,hatched,30,alive,NA,0
guichenoti,EG1262_22,CL336_22,B,28,2/11/2022,0.195,8.99,5.36,7/12/2022,0.12,19,25,NA,hatched,35,alive,NA,0
delicata,EG1288_22,CL346_22,A,23,4/11/2022,0.168,7.56,5.7,23/12/2022,0.12,20,26,NA,hatched,49,alive,NA,0
delicata,EG1455,CL392_22,B,23,16/11/2022,0.161,8.46,5.39,4/1/2023,0.12,19,24,NA,hatched,49,alive,NA,0
guichenoti,EG1474,CL399_22,B,28,21/11/2022,0.175,7.16,5.9,26/12/2022,0.12,20,24,NA,hatched,35,alive,NA,0
guichenoti,EG1475,CL399_22,A,23,21/11/2022,0.165,6.78,5.96,13/1/2023,0.12,19,27,NA,hatched,53,alive,NA,0
guichenoti,EG1476,CL399_22,A,28,21/11/2022,0.173,7.36,6.07,23/12/2022,0.12,20,26,NA,hatched,32,alive,NA,0
delicata,EG1572,CL426_22,A,23,28/11/2022,0.168,8.21,5.03,20/1/2023,0.12,20,26,NA,hatched,53,alive,NA,0
delicata,EG1602,CL435_22,B,23,30/11/2022,0.198,9.16,6.43,16/1/2023,0.12,20,26,NA,hatched,47,alive,NA,0
guichenoti,EG1610,CL438_22,A,28,30/11/2022,0.218,8.74,6.06,2/1/2023,0.12,18,22,NA,hatched,33,alive,NA,0
guichenoti,EG1647,CL447_22,A,28,2/12/2022,0.14,7.77,4.88,6/1/2023,0.12,20,27,13/3/2023,hatched,35,died,66,0
delicata,EG1729,CL468_22,A,23,7/12/2022,0.14,7.99,4.93,30/1/2023,0.12,19,24,NA,hatched,54,alive,NA,0
guichenoti,EG1745,CL472_22,A,28,7/12/2022,0.184,8.6,5.37,11/1/2023,0.12,20,26,NA,hatched,35,alive,NA,0
delicata,EG1820,CL497_22,B,23,12/12/2022,0.15,7.59,5.2,1/2/2023,0.12,19,26,NA,hatched,51,alive,NA,0
delicata,EG1992,CL538_22,B,23,19/12/2022,0.142,7.08,4.87,8/2/2023,0.12,19,27,NA,hatched,51,alive,NA,0
delicata,EG2203,CL595_22,B,23,4/1/2023,0.184,7.73,5.93,22/2/2023,0.12,19,26,NA,hatched,49,alive,NA,0
delicata,EG2341,CL632_23,A,23,13/1/2023,0.156,7.69,5.41,1/3/2023,0.12,18,30,NA,hatched,47,alive,NA,0
delicata,EG2357,CL635_23,B,23,16/1/2023,0.161,8.34,5.16,3/3/2023,0.12,18,26,NA,hatched,46,alive,NA,0
delicata,EG1180_22,CL315_22,A,23,21/10/2022,0.132,8.48,4.52,9/12/2022,0.119,18,25,NA,hatched,49,alive,NA,0
delicata,EG1227_22,CL326_22,A,23,31/10/2022,0.131,7.47,4.68,21/12/2022,0.119,19,27,NA,hatched,51,alive,NA,0
delicata,EG1332_22,CL358_22,B,23,7/11/2022,0.155,8.17,5.51,30/12/2022,0.119,18,24,NA,hatched,53,alive,NA,0
delicata,EG1334_22,CL358_22,A,28,7/11/2022,0.147,7.5,5.28,7/12/2022,0.119,18,26,NA,hatched,30,alive,NA,0
delicata,EG1387,CL374_22,B,28,14/11/2022,0.2,8.18,5.83,14/12/2022,0.119,19,26,NA,hatched,30,alive,NA,0
delicata,EG1518,CL410_22,B,23,25/11/2022,0.138,8.64,4.61,18/1/2023,0.119,19,25,NA,hatched,54,alive,NA,0
delicata,EG1574,CL426_22,A,28,28/11/2022,0.187,7.99,5.65,28/12/2022,0.119,19,26,NA,hatched,30,alive,NA,0
delicata,EG1628,CL443_22,A,28,30/11/2022,0.142,8,4.89,2/1/2023,0.119,19,27,NA,hatched,33,alive,NA,0
delicata,EG1656,CL450_22,A,28,2/12/2022,0.17,9.04,5.33,4/1/2023,0.119,20,28,NA,hatched,33,alive,NA,0
guichenoti,EG1743,CL472_22,B,28,7/12/2022,0.181,8.88,5.02,9/1/2023,0.119,19,28,NA,hatched,33,alive,NA,0
guichenoti,EG1817,CL496_22,A,23,12/12/2022,0.162,8.26,5.35,6/2/2023,0.119,20,25,NA,hatched,56,alive,NA,0
delicata,EG1907,CL521_22,A,23,16/12/2022,0.139,8.03,5.05,3/2/2023,0.119,19,26,NA,hatched,49,alive,NA,0
delicata,EG1912,CL520_22,B,23,16/12/2022,0.162,8.03,5.56,3/2/2023,0.119,19,27,NA,hatched,49,alive,NA,0
guichenoti,EG1957,CL530_22,A,28,19/12/2022,0.146,7.67,4.65,23/1/2023,0.119,19,24,NA,hatched,35,alive,NA,0
delicata,EG1991,CL538_22,A,23,19/12/2022,0.142,8.29,4.83,6/2/2023,0.119,18,26,NA,hatched,49,alive,NA,0
delicata,EG2004,CL543_22,A,23,21/12/2022,0.124,8.18,4.64,10/2/2023,0.119,19,27,NA,hatched,51,alive,NA,0
delicata,EG2062,CL557_22,A,23,26/12/2022,0.171,8.67,5.7,13/2/2023,0.119,19,25,NA,hatched,49,alive,NA,0
guichenoti,EG2081,CL562_22,B,23,26/12/2022,0.201,8.29,6.13,20/2/2023,0.119,19,24,NA,hatched,56,alive,NA,0
guichenoti,EG2126,CL574_22,B,23,30/12/2022,0.174,8.36,5.7,24/2/2023,0.119,19,25,NA,hatched,56,alive,NA,0
delicata,EG2206,CL595_22,A,23,4/1/2023,0.168,8.28,5.7,22/2/2023,0.119,20,26,NA,hatched,49,alive,NA,0
guichenoti,EG2248,CL605_22,B,23,6/1/2023,0.165,8.11,5.49,1/3/2023,0.119,20,22,NA,hatched,54,alive,NA,0
delicata,EG2363,CL637_23,B,23,16/1/2023,0.194,7.81,6.04,6/3/2023,0.119,20,26,NA,hatched,49,alive,NA,0
delicata,EG2528,CL692_23,B,23,30/1/2023,0.149,8.14,4.89,17/3/2023,0.119,18,26,NA,hatched,46,alive,NA,0
delicata,EG1207_22,CL320_22,B,23,28/10/2022,0.151,8.79,4.95,16/12/2022,0.118,18,24,NA,hatched,49,alive,NA,0
delicata,EG1213_22,CL322_22,B,23,31/10/2022,0.176,7.37,5.75,23/12/2022,0.118,19,26,NA,hatched,53,alive,NA,0
delicata,EG1400,CL377_22,B,23,14/11/2022,0.167,8.6,5.3,6/1/2023,0.118,19,22,18/1/2023,hatched,53,died,12,0
delicata,EG1415,CL380_22,A,23,14/11/2022,0.149,9.44,4.36,2/1/2023,0.118,19,28,NA,hatched,49,alive,NA,0
guichenoti,EG1431,CL385_22,B,28,14/11/2022,0.171,7.52,5.85,19/12/2022,0.118,19,24,NA,hatched,35,alive,NA,0
guichenoti,EG1462,CL395_22,B,23,18/11/2022,0.149,8.41,5.16,11/1/2023,0.118,19,25,NA,hatched,54,alive,NA,0
guichenoti,EG1606,CL437_22,B,28,30/11/2022,0.144,7.7,4.87,4/1/2023,0.118,19,24,NA,hatched,35,alive,NA,0
delicata,EG1652,CL448_22,B,23,2/12/2022,0.132,7.83,4.6,23/1/2023,0.118,19,26,NA,hatched,52,alive,NA,0
guichenoti,EG1675,CL455_22,B,23,2/12/2022,0.168,8.01,5.65,3/2/2023,0.118,19,24,NA,hatched,63,alive,NA,0
delicata,EG1824,CL497_22,A,23,12/12/2022,0.149,7.98,5.31,1/2/2023,0.118,19,26,NA,hatched,51,alive,NA,0
delicata,EG1911,CL520_22,A,28,16/12/2022,0.151,8.04,5.27,16/1/2023,0.118,18,27,NA,hatched,31,alive,NA,0
delicata,EG1924,CL523_22,B,28,16/12/2022,0.139,8.43,4.72,18/1/2023,0.118,19,26,NA,hatched,33,alive,NA,0
delicata,EG1993,CL538_22,A,28,19/12/2022,0.146,8.72,4.79,20/1/2023,0.118,19,29,NA,hatched,32,alive,NA,0
delicata,EG2036,CL550_22,A,23,23/12/2022,0.128,8.82,4.63,10/2/2023,0.118,19,26,NA,hatched,49,alive,NA,0
delicata,EG2041,CL550_22,A,28,23/12/2022,0.136,7.24,5.4,23/1/2023,0.118,19,25,NA,hatched,31,alive,NA,0
delicata,EG2107,CL569_22,A,23,28/12/2022,0.16,8.67,5.5,13/2/2023,0.118,19,27,NA,hatched,47,alive,NA,0
delicata,EG1984,CL537_22,A,23,19/12/2022,0.145,8.94,4.74,8/2/2023,0.118,20,26,NA,hatched,51,alive,NA,0
delicata,EG1233_22,CL327_22,B,23,31/10/2022,0.159,7.78,5.69,19/12/2022,0.117,18,23,NA,hatched,49,alive,NA,0
delicata,EG1401,CL377_22,B,28,14/11/2022,0.14,8,4.79,19/12/2022,0.117,18,24,NA,hatched,35,alive,NA,0
guichenoti,EG1461,CL395_22,A,23,18/11/2022,0.147,7.9,5.35,11/1/2023,0.117,19,24,NA,hatched,54,alive,NA,0
delicata,EG1472,CL398_22,A,28,18/11/2022,0.131,8.14,4.92,19/12/2022,0.117,19,25,NA,hatched,31,alive,NA,0
